game_id,move_num,ai_name,col_chosen,score,nodes_evaluated,time_ms
9,0,"Minimax(depth=5, heuristic=balanced_heuristic)",3,17,657,177.12
9,1,"Minimax(depth=5, heuristic=defensive_heuristic)",3,6,1423,464.8
9,2,"Minimax(depth=5, heuristic=balanced_heuristic)",3,21,1626,522.83
9,3,"Minimax(depth=5, heuristic=defensive_heuristic)",3,10,1721,592.94
9,4,"Minimax(depth=5, heuristic=balanced_heuristic)",2,28,2916,1035.08
9,5,"Minimax(depth=5, heuristic=defensive_heuristic)",4,2,3529,1446.96
9,6,"Minimax(depth=5, heuristic=balanced_heuristic)",4,32,3374,1494.49
9,7,"Minimax(depth=5, heuristic=defensive_heuristic)",0,4,3855,1443.87
9,8,"Minimax(depth=5, heuristic=balanced_heuristic)",4,37,1515,527.65
9,9,"Minimax(depth=5, heuristic=defensive_heuristic)",4,4,1929,709.96
9,10,"Minimax(depth=5, heuristic=balanced_heuristic)",5,41,1411,512.77
9,11,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-6,1473,664.79
9,12,"Minimax(depth=5, heuristic=balanced_heuristic)",2,55,1385,449.67
9,13,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-2,701,268.59
9,14,"Minimax(depth=5, heuristic=balanced_heuristic)",0,56,1481,504.81
9,15,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-16,352,96.89
9,16,"Minimax(depth=5, heuristic=balanced_heuristic)",0,60,1234,300.44
9,17,"Minimax(depth=5, heuristic=defensive_heuristic)",0,-22,439,118.72
9,18,"Minimax(depth=5, heuristic=balanced_heuristic)",0,53,1100,327.35
9,19,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-12,303,124.52
9,20,"Minimax(depth=5, heuristic=balanced_heuristic)",0,53,506,205.7
9,21,"Minimax(depth=5, heuristic=defensive_heuristic)",1,-8,227,70.65
9,22,"Minimax(depth=5, heuristic=balanced_heuristic)",6,45,289,121.63
9,23,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-30,148,40.23
9,24,"Minimax(depth=5, heuristic=balanced_heuristic)",6,35,268,74.57
9,25,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-28,156,41.48
9,26,"Minimax(depth=5, heuristic=balanced_heuristic)",6,9,227,51.53
9,27,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-20,112,30.12
9,28,"Minimax(depth=5, heuristic=balanced_heuristic)",1,-7,99,18.33
9,29,"Minimax(depth=5, heuristic=defensive_heuristic)",1,12,72,13.87
9,30,"Minimax(depth=5, heuristic=balanced_heuristic)",1,10000000,40,6.29
9,31,"Minimax(depth=5, heuristic=defensive_heuristic)",2,-10000000,36,6.35
9,32,"Minimax(depth=5, heuristic=balanced_heuristic)",2,10000000,6,1.17
10,0,"Minimax(depth=5, heuristic=aggressive_heuristic)",3,30,657,177.38
10,1,"Minimax(depth=5, heuristic=defensive_heuristic)",3,6,1423,583.7
10,2,"Minimax(depth=5, heuristic=aggressive_heuristic)",3,36,1711,571.12
10,3,"Minimax(depth=5, heuristic=defensive_heuristic)",3,10,1721,661.75
10,4,"Minimax(depth=5, heuristic=aggressive_heuristic)",2,52,2910,1017.07
10,5,"Minimax(depth=5, heuristic=defensive_heuristic)",4,2,3529,1215.53
10,6,"Minimax(depth=5, heuristic=aggressive_heuristic)",4,64,3504,1353.83
10,7,"Minimax(depth=5, heuristic=defensive_heuristic)",0,4,3855,1205.77
10,8,"Minimax(depth=5, heuristic=aggressive_heuristic)",5,74,1942,664.44
10,9,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-2,2604,894.03
10,10,"Minimax(depth=5, heuristic=aggressive_heuristic)",2,96,1131,499.78
10,11,"Minimax(depth=5, heuristic=defensive_heuristic)",3,-10,1380,665.02
10,12,"Minimax(depth=5, heuristic=aggressive_heuristic)",4,112,698,263.95
10,13,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-2,313,92.66
10,14,"Minimax(depth=5, heuristic=aggressive_heuristic)",0,116,1380,380.89
10,15,"Minimax(depth=5, heuristic=defensive_heuristic)",4,-16,352,98.97
10,16,"Minimax(depth=5, heuristic=aggressive_heuristic)",4,116,1010,298.52
10,17,"Minimax(depth=5, heuristic=defensive_heuristic)",6,-22,411,136.73
